ID,SetNumber,URL,Images,Description,Notes,DashedNumber
165,7939,https://www.lego.com/biassets/bi/4598401.pdf,https://www.lego.com/biassets/biimg/4598401.png,Cargo Train,BI 3005/32 - 7939 V.29 5/6,7939-1
166,7939,https://www.lego.com/biassets/bi/4640151.pdf,https://www.lego.com/biassets/biimg/4640151.png,Cargo Train,"BI 3006/60+4, 7939 V. 39 1/6",7939-1
167,7939,https://www.lego.com/biassets/bi/4626113.pdf,https://www.lego.com/biassets/biimg/4626113.png,Cargo Train,BI 3004/24 - 7939 V.39 2/6,7939-1
168,7939,https://www.lego.com/biassets/bi/4626114.pdf,https://www.lego.com/biassets/biimg/4626114.png,Cargo Train,BI 3004/32 - 7939 V. 39 3/6,7939-1
169,7939,https://www.lego.com/biassets/bi/4626115.pdf,https://www.lego.com/biassets/biimg/4626115.png,Cargo Train,BI 3004/32 - 7939 V. 39 4/6,7939-1
170,7939,https://www.lego.com/biassets/bi/4626116.pdf,https://www.lego.com/biassets/biimg/4626116.png,Cargo Train,BI 3004/48 - 7939 V. 39 6/6,7939-1
171,7939,https://www.lego.com/biassets/bi/4626124.pdf,https://www.lego.com/biassets/biimg/4626124.png,Cargo Train,BI 3005/32 - 7939 V.39 5/6,7939-1
172,7939,https://www.lego.com/biassets/bi/4634048.pdf,https://www.lego.com/biassets/biimg/4634048.png,Motorized Excavator,BI  - FCC INFORMATION SHEET,7939-1
173,7939,https://www.lego.com/biassets/bi/6086690.pdf,https://www.lego.com/biassets/biimg/6086690.png,Cargo Train,"BI 3006/60+4, 7939 V. 29 1/6",7939-1
174,7942,https://www.lego.com/biassets/bi/4586971.pdf,https://www.lego.com/biassets/biimg/4586971.png,Police/Fire 1,BI 3004/24 - 7942 V.29,7942-1
175,7942,https://www.lego.com/biassets/bi/4586972.pdf,https://www.lego.com/biassets/biimg/4586972.png,Off Road Fire Rescue,BI 3004/24 - 7942 V.39,7942-1
176,7944,https://www.lego.com/biassets/bi/4519202.pdf,https://www.lego.com/biassets/biimg/4519202.png,Fire Hovercraft,BI 7944 IN,7944-1
177,7944,https://www.lego.com/biassets/bi/4519203.pdf,https://www.lego.com/biassets/biimg/4519203.png,Fire Hovercraft,BI 7944 NA,7944-1
178,7945,https://www.lego.com/biassets/bi/4506913.pdf,https://www.lego.com/biassets/biimg/4506913.png,Fire Station,"BUILDING INST.3/3 ART.7945, NA",7945-1
179,7945,https://www.lego.com/biassets/bi/4506912.pdf,https://www.lego.com/biassets/biimg/4506912.png,Fire Station,"BUILDING INST.3/3 ART.7945, IN",7945-1
180,7945,https://www.lego.com/biassets/bi/4506909.pdf,https://www.lego.com/biassets/biimg/4506909.png,Fire Station,BUILDING INST.1/3 ART. 7945,7945-1
181,7945,https://www.lego.com/biassets/bi/4506911.pdf,https://www.lego.com/biassets/biimg/4506911.png,Fire Station,BUILDING INSTR. 2/3 ART. 7945,7945-1
182,7946,https://www.lego.com/biassets/bi/4626119.pdf,https://www.lego.com/biassets/biimg/4626119.png,King's Castle,BI 3005/60 - 7946 V39 2/3,7946-1
183,7946,https://www.lego.com/biassets/bi/4626120.pdf,https://www.lego.com/biassets/biimg/4626120.png,King's Castle,BI 3005/60 - 7946 V39 3/3,7946-1
184,7946,https://www.lego.com/biassets/bi/4626118.pdf,https://www.lego.com/biassets/biimg/4626118.png,King's Castle,BI 3006/80+4 - 7946 V39 1/3,7946-1
185,7946,https://www.lego.com/biassets/bi/4597905.pdf,https://www.lego.com/biassets/biimg/4597905.png,King's Castle,BI 3005/60 - 7946 V29 2/3,7946-1
186,7946,https://www.lego.com/biassets/bi/4597908.pdf,https://www.lego.com/biassets/biimg/4597908.png,King's Castle,BI 3005/60 - 7946 V29 3/3,7946-1
187,7946,https://www.lego.com/biassets/bi/4597903.pdf,https://www.lego.com/biassets/biimg/4597903.png,King's Castle,BI 3006/80+4 - 7946 V29 1/3,7946-1
188,7947,https://www.lego.com/biassets/bi/4599975.pdf,https://www.lego.com/biassets/biimg/4599975.png,Prison Tower Rescue,BI 3005/48 - 7947 V29 1/2,7947-1
189,7947,https://www.lego.com/biassets/bi/4599981.pdf,https://www.lego.com/biassets/biimg/4599981.png,Prison Tower Rescue,BI 3005/72+4 - 7947 V29 2/2,7947-1
190,7947,https://www.lego.com/biassets/bi/4626128.pdf,https://www.lego.com/biassets/biimg/4626128.png,Prison Tower Rescue,BI 3005/48 - 7947 V39 1/2,7947-1
191,7947,https://www.lego.com/biassets/bi/4626129.pdf,https://www.lego.com/biassets/biimg/4626129.png,Prison Tower Rescue,BI 3005/72+4 - 7947 V39 2/2,7947-1
192,7948,https://www.lego.com/biassets/bi/4626121.pdf,https://www.lego.com/biassets/biimg/4626121.png,Outpost Attack,BI 3002/52 - 7948 V39,7948-1
193,7948,https://www.lego.com/biassets/bi/4597910.pdf,https://www.lego.com/biassets/biimg/4597910.png,Outpost Attack,BI 3002/52 - 7948 V29,7948-1
194,7949,https://www.lego.com/biassets/bi/4597959.pdf,https://www.lego.com/biassets/biimg/4597959.png,Prison Carriage Rescue,BI 3001/24 - 7949 V29,7949-1
195,7949,https://www.lego.com/biassets/bi/4626122.pdf,https://www.lego.com/biassets/biimg/4626122.png,Prison Carriage Rescue,BI 3001/24 - 7949 V39,7949-1
196,7950,https://www.lego.com/biassets/bi/4597961.pdf,https://www.lego.com/biassets/biimg/4597961.png,Knight's Showdown,BI 3001/16 - 7950 V29,7950-1
197,7950,https://www.lego.com/biassets/bi/4626123.pdf,https://www.lego.com/biassets/biimg/4626123.png,Knight's Showdown,BI 3001/16 - 7950 V39,7950-1
198,7953,https://www.lego.com/biassets/bi/4597923.pdf,https://www.lego.com/biassets/biimg/4597923.png,Jester,BI 2001/ 2 - 7953 V29,7953-1
199,7953,https://www.lego.com/biassets/bi/4597924.pdf,https://www.lego.com/biassets/biimg/4597924.png,Jester,BI 2001/ 2 - 7953 V39,7953-1
200,7955,https://www.lego.com/biassets/bi/4597965.pdf,https://www.lego.com/biassets/biimg/4597965.png,Wizard,BI 2001/ 2 - 7955 V29,7955-1
201,7955,https://www.lego.com/biassets/bi/4597966.pdf,https://www.lego.com/biassets/biimg/4597966.png,Wizard,BI 2001/ 2 - 7955 V39,7955-1
202,7956,https://www.lego.com/biassets/bi/4646395.pdf,https://www.lego.com/biassets/biimg/4646395.png,Ewok-„¢ Attack,BI 3004/56 -7956 V 29/39,7956-1
203,7956,https://www.lego.com/biassets/bi/4646396.pdf,https://www.lego.com/biassets/biimg/4646396.png,Ewok-„¢ Attack,BI 3004/56 -7956 V 29/39,7956-1
204,7957,https://www.lego.com/biassets/bi/4646398.pdf,https://www.lego.com/biassets/biimg/4646398.png,Sith-„¢ Nightspeeder,BI 3004/52 - 7957 V 39,7957-1
205,7957,https://www.lego.com/biassets/bi/4646397.pdf,https://www.lego.com/biassets/biimg/4646397.png,Sith-„¢ Nightspeeder,BI 3004/52 - 7957 V 29,7957-1
206,7958,https://www.lego.com/biassets/bi/4625992.pdf,https://www.lego.com/biassets/biimg/4625992.png,LEGO-TM Star Wars-„¢ Advent Calendar,BI 2001/ 2 - 7958 V 39,7958-1
207,7959,https://www.lego.com/biassets/bi/4659092.pdf,https://www.lego.com/biassets/biimg/4659092.png,Geonosian Starfighter-„¢,BI 3004/56 - 7959 V 29/39,7959-1
208,7959,https://www.lego.com/biassets/bi/4659097.pdf,https://www.lego.com/biassets/biimg/4659097.png,Geonosian Starfighter-„¢,BI 3004/56 - 7959 V 29/39,7959-1
209,7961,https://www.lego.com/biassets/bi/4646403.pdf,https://www.lego.com/biassets/biimg/4646403.png,Darth Maul's Sith Infiltrator-„¢,BI 3009/40+4-65g 7961 V39 2/2,7961-1
210,7961,https://www.lego.com/biassets/bi/4646418.pdf,https://www.lego.com/biassets/biimg/4646418.png,Darth Maul's Sith Infiltrator-„¢,BI 3009/48-65g 7961V29/39 1/2,7961-1
211,7961,https://www.lego.com/biassets/bi/4646401.pdf,https://www.lego.com/biassets/biimg/4646401.png,Darth Maul's Sith Infiltrator-„¢,BI 3009/40+4-65g 7961 V29 2/2,7961-1
212,7961,https://www.lego.com/biassets/bi/4646417.pdf,https://www.lego.com/biassets/biimg/4646417.png,Darth Maul's Sith Infiltrator-„¢,BI 3009/48-65g7961V29/39 1/2,7961-1
213,7962,https://www.lego.com/biassets/bi/4648325.pdf,https://www.lego.com/biassets/biimg/4648325.png,Anakin's & Sebulba's Podracers-„¢,BI 3016 80+4/65g 7962 V29,7962-1
214,7962,https://www.lego.com/biassets/bi/4648326.pdf,https://www.lego.com/biassets/biimg/4648326.png,Anakin's & Sebulba's Podracers-„¢,BI 3016 80+4/65g 7962 V39,7962-1
215,7964,https://www.lego.com/biassets/bi/4646713.pdf,https://www.lego.com/biassets/biimg/4646713.png,Republic Frigate-„¢,BI 3016/76+4- 7964 V29/39 1/2,7964-1
216,7964,https://www.lego.com/biassets/bi/6008541.pdf,https://www.lego.com/biassets/biimg/6008541.png,Republic Frigate-„¢,BI 3009 76+4 7964 V 29 2/2,7964-1
217,7964,https://www.lego.com/biassets/bi/6008542.pdf,https://www.lego.com/biassets/biimg/6008542.png,Republic Frigate-„¢,BI 3009 76+4 7964 V39 2/2,7964-1
218,7964,https://www.lego.com/biassets/bi/4646710.pdf,https://www.lego.com/biassets/biimg/4646710.png,Republic Frigate-„¢,BI 3016/76+4- 7964 V29/39 1/2,7964-1
219,7965,https://www.lego.com/biassets/bi/4646408.pdf,https://www.lego.com/biassets/biimg/4646408.png,Millennium Falcon-„¢,BI 3009/76+4 7965 V 29 2/2,7965-1
220,7965,https://www.lego.com/biassets/bi/4646406.pdf,https://www.lego.com/biassets/biimg/4646406.png,Millennium Falcon-„¢,BI 3009/80+4 7965 V 29/39 1/2,7965-1
221,7965,https://www.lego.com/biassets/bi/4646409.pdf,https://www.lego.com/biassets/biimg/4646409.png,Millennium Falcon-„¢,BI 3009/76+4 7965 V 39 2/2,7965-1
222,7965,https://www.lego.com/biassets/bi/4646407.pdf,https://www.lego.com/biassets/biimg/4646407.png,Millennium Falcon-„¢,BI 3009/80+4 7965 V 29/39 1/2,7965-1
223,7967,https://www.lego.com/biassets/bi/4626134.pdf,https://www.lego.com/biassets/biimg/4626134.png,Fast,BI 3003/24 - 7967 V.29,7967-1
224,7967,https://www.lego.com/biassets/bi/4626135.pdf,https://www.lego.com/biassets/biimg/4626135.png,Fast,BI 3003/24 - 7967 V.39,7967-1
225,7968,https://www.lego.com/biassets/bi/4626137.pdf,https://www.lego.com/biassets/biimg/4626137.png,Strong,BI 3003/24 - 7968 V.29,7968-1
226,7968,https://www.lego.com/biassets/bi/4626138.pdf,https://www.lego.com/biassets/biimg/4626138.png,Strong,BI 3003/24 - 7968 V.39,7968-1
227,7970,https://www.lego.com/biassets/bi/4626136.pdf,https://www.lego.com/biassets/biimg/4626136.png,Hero,BI 3003/24 - 7970 V.29,7970-1
228,7970,https://www.lego.com/biassets/bi/4626139.pdf,https://www.lego.com/biassets/biimg/4626139.png,Hero,BI 3003/24 - 7970 V.39,7970-1
229,7971,https://www.lego.com/biassets/bi/4626140.pdf,https://www.lego.com/biassets/biimg/4626140.png,Bad,BI 3003/24 - 7971 V.29,7971-1
230,7971,https://www.lego.com/biassets/bi/4626141.pdf,https://www.lego.com/biassets/biimg/4626141.png,Bad,BI 3003/24 - 7971 V.39,7971-1
231,7976,https://www.lego.com/biassets/bi/4624969.pdf,https://www.lego.com/biassets/biimg/4624969.png,Ocean Speeder,BI 2002/ 2 - 7976 V29/39,7976-1
232,7976,https://www.lego.com/biassets/bi/4624895.pdf,https://www.lego.com/biassets/biimg/4624895.png,Ocean Speeder,BI 2002/ 2 - 7976 V 29/39,7976-1
233,7977,https://www.lego.com/biassets/bi/4624970.pdf,https://www.lego.com/biassets/biimg/4624970.png,Seabed Strider,BI 3003/24 -  7977 V 29/39,7977-1
234,7977,https://www.lego.com/biassets/bi/4624971.pdf,https://www.lego.com/biassets/biimg/4624971.png,Seabed Strider,BI 3003/24 -  7977 V29/39,7977-1
235,7978,https://www.lego.com/biassets/bi/4625287.pdf,https://www.lego.com/biassets/biimg/4625287.png,Angler Attack,BI 3004/48 - 7978 V 29,7978-1
236,7978,https://www.lego.com/biassets/bi/4625288.pdf,https://www.lego.com/biassets/biimg/4625288.png,Angler Attack,BI 3004/48 - 7978 V 39,7978-1
237,7984,https://www.lego.com/biassets/bi/4624973.pdf,https://www.lego.com/biassets/biimg/4624973.png,Deep Sea Raider,BI 3005/48 - 7984 V 29,7984-1
238,7984,https://www.lego.com/biassets/bi/4624974.pdf,https://www.lego.com/biassets/biimg/4624974.png,Deep Sea Raider,BI 3005/48 - 7984 V 39,7984-1
239,7985,https://www.lego.com/biassets/bi/4624976.pdf,https://www.lego.com/biassets/biimg/4624976.png,City of Atlantis,BI 3006/80+4 -  7985 V29/39,7985-1
240,7985,https://www.lego.com/biassets/bi/4624975.pdf,https://www.lego.com/biassets/biimg/4624975.png,City of Atlantis,BI 3006/80+4 -  7985 V 29/39,7985-1
241,7990,https://www.lego.com/biassets/bi/4511982.pdf,https://www.lego.com/biassets/biimg/4511982.png,Cement Mixer,"BI 7990, IN",7990-1
242,7990,https://www.lego.com/biassets/bi/4511983.pdf,https://www.lego.com/biassets/biimg/4511983.png,Cement Mixer,"BI 7990, NA",7990-1
243,7991,https://www.lego.com/biassets/bi/4515453.pdf,https://www.lego.com/biassets/biimg/4515453.png,Garbage Truck,"BUILD. INSTR. 3004, 7991 IN",7991-1
244,7991,https://www.lego.com/biassets/bi/4515454.pdf,https://www.lego.com/biassets/biimg/4515454.png,Garbage Truck,"BUILD. INSTR. 3004, 7991 NA",7991-1
245,7992,https://www.lego.com/biassets/bi/4513343.pdf,https://www.lego.com/biassets/biimg/4513343.png,Container Stacker,"BI 7992, IN",7992-1
246,7992,https://www.lego.com/biassets/bi/4513346.pdf,https://www.lego.com/biassets/biimg/4513346.png,Container Stacker,"BI 7992, NA",7992-1
247,7993,https://www.lego.com/biassets/bi/4516694.pdf,https://www.lego.com/biassets/biimg/4516694.png,Service Station,"BUILD INSTR 3004, 7993 1/2",7993-1
248,7993,https://www.lego.com/biassets/bi/4516695.pdf,https://www.lego.com/biassets/biimg/4516695.png,Service Station,"BUILD.INSTR.3006,  7993 IN 2/2",7993-1
249,7993,https://www.lego.com/biassets/bi/4516696.pdf,https://www.lego.com/biassets/biimg/4516696.png,Service Station,"BUILD.INSTR.3006,  7993 NA 2/2",7993-1
250,7994,https://www.lego.com/biassets/bi/4516447.pdf,https://www.lego.com/biassets/biimg/4516447.png,LEGO City Harbor,"BUILD.INSTR.3006, 7994 2/3",7994-1
251,7994,https://www.lego.com/biassets/bi/4516451.pdf,https://www.lego.com/biassets/biimg/4516451.png,LEGO City Harbor,"BUILD.INSTR.3006, 7994 3/3",7994-1
252,7994,https://www.lego.com/biassets/bi/4515458.pdf,https://www.lego.com/biassets/biimg/4515458.png,LEGO City Harbor,"BUILD. INSTR. 3004, 7994 1/3",7994-1
253,7996,https://www.lego.com/biassets/bi/4515464.pdf,https://www.lego.com/biassets/biimg/4515464.png,Train Rail Crossing,"BUILD INSTR. 2003, 7996 IN",7996-1
254,7996,https://www.lego.com/biassets/bi/4523054.pdf,https://www.lego.com/biassets/biimg/4523054.png,Train Rail Crossing,"BUILD INSTR  2003, 7996 NA",7996-1
255,7997,https://www.lego.com/biassets/bi/4515462.pdf,https://www.lego.com/biassets/biimg/4515462.png,Train Station,"BUILD. INSTR. 3005, 7997 IN",7997-1
256,7997,https://www.lego.com/biassets/bi/4523176.pdf,https://www.lego.com/biassets/biimg/4523176.png,Train Station,"BUILD. INSTR. 3005, 7997 NA",7997-1
257,7998,https://www.lego.com/biassets/bi/4511984.pdf,https://www.lego.com/biassets/biimg/4511984.png,Heavy Hauler,"BI 7998, IN",7998-1
258,7998,https://www.lego.com/biassets/bi/4511985.pdf,https://www.lego.com/biassets/biimg/4511985.png,Heavy Hauler,"BI 7998, NA",7998-1
259,8000,https://www.lego.com/biassets/bi/4128966.pdf,https://www.lego.com/biassets/biimg/4128966.png,Pit Droid-„¢,BI FOR 8000,8000-1
260,8001,https://www.lego.com/biassets/bi/4132555.pdf,https://www.lego.com/biassets/biimg/4132555.png,Battle Droid-„¢,BI FOR 8001,8001-1
261,8002,https://www.lego.com/biassets/bi/4133412.pdf,https://www.lego.com/biassets/biimg/4133412.png,Destroyer Droid-„¢,BUILDING INST. 8002,8002-1
262,8003,https://www.lego.com/biassets/bi/4133264.pdf,https://www.lego.com/biassets/biimg/4133264.png,Volcano Climber,BUILDING INST. 8003,8003-1
263,8004,https://www.lego.com/biassets/bi/4133265.pdf,https://www.lego.com/biassets/biimg/4133265.png,DIRT BIKE,BUILDING INST. 8004,8004-1
264,8005,https://www.lego.com/biassets/bi/4133266.pdf,https://www.lego.com/biassets/biimg/4133266.png,ICE EXPLORER,BUILDING INST. 8005,8005-1
265,8006,https://www.lego.com/biassets/bi/4133267.pdf,https://www.lego.com/biassets/biimg/4133267.png,SWAMP CRAFT,BUILDING INST. 8006,8006-1
266,8006,https://www.lego.com/biassets/bi/4133262.pdf,https://www.lego.com/biassets/biimg/4133262.png,ALIEN SPACE PLANE,BUILD.INST. FOR 2543 SHELL US,8006-1
267,8007,https://www.lego.com/biassets/bi/4154148.pdf,https://www.lego.com/biassets/biimg/4154148.png,C-3PO-„¢,BI 8007,8007-1
268,8008,https://www.lego.com/biassets/bi/4154149.pdf,https://www.lego.com/biassets/biimg/4154149.png,Stormtrooper-„¢,BI 8008,8008-1
269,8009,https://www.lego.com/biassets/bi/4170527.pdf,https://www.lego.com/biassets/biimg/4170527.png,R2-D2-„¢,BI 8009,8009-1
270,8010,https://www.lego.com/biassets/bi/4170530.pdf,https://www.lego.com/biassets/biimg/4170530.png,Darth Vader-„¢,BI 8010,8010-1
271,8011,https://www.lego.com/biassets/bi/4185407.pdf,https://www.lego.com/biassets/biimg/4185407.png,Jango Fett-„¢,BI 8011,8011-1
272,8012,https://www.lego.com/biassets/bi/4177117.pdf,https://www.lego.com/biassets/biimg/4177117.png,Super Battle Droid-„¢,BI 8012,8012-1
273,8014,https://www.lego.com/biassets/bi/4548416.pdf,https://www.lego.com/biassets/biimg/4548416.png,Clone Walker-„¢ Battle Pack,BI 3003/24 - 8014,8014-1
274,8015,https://www.lego.com/biassets/bi/4548417.pdf,https://www.lego.com/biassets/biimg/4548417.png,Assassin Droids-„¢ Battle Pack,BI 3003/24 - 8015,8015-1
275,8016,https://www.lego.com/biassets/bi/4583956.pdf,https://www.lego.com/biassets/biimg/4583956.png,Hyena Droid Bomber-„¢,BI 3004/64 - 8016,8016-1
276,8017,https://www.lego.com/biassets/bi/4585449.pdf,https://www.lego.com/biassets/biimg/4585449.png,Darth Vader's TIE Fighter-„¢,BI 3004/64 - 8017,8017-1
277,8018,https://www.lego.com/biassets/bi/4596139.pdf,https://www.lego.com/biassets/biimg/4596139.png,Armored Assault Tank (AAT)-„¢,BI 3006/64 - 8018,8018-1
278,8019,https://www.lego.com/biassets/bi/4548422.pdf,https://www.lego.com/biassets/biimg/4548422.png,Republic Attack Shuttle-„¢,BI 3006/56 - 8019 1/2,8019-1
279,8019,https://www.lego.com/biassets/bi/4548423.pdf,https://www.lego.com/biassets/biimg/4548423.png,Republic Attack Shuttle-„¢,BI 3006/48 - 8019 2/2,8019-1
280,8026,https://www.lego.com/biassets/bi/4247085.pdf,https://www.lego.com/biassets/biimg/4247085.png,Kraatu,"BI, 8026",8026-1
281,8028,https://www.lego.com/biassets/bi/4529557.pdf,https://www.lego.com/biassets/biimg/4529557.png,Mini TIE-Fighter,BI 2001/2 - 8028 V29/39/70/90,8028-1
282,8028,https://www.lego.com/biassets/bi/6028677.pdf,https://www.lego.com/biassets/biimg/6028677.png,Mini TIE-Fighter,BI 2001/ 2 - 8028 V46,8028-1
283,8028,https://www.lego.com/biassets/bi/4590655.pdf,https://www.lego.com/biassets/biimg/4590655.png,Mini TIE-Fighter,BI 2001/ 2-8028 V29/39/70/90,8028-1
284,8028,https://www.lego.com/biassets/bi/6011780.pdf,https://www.lego.com/biassets/biimg/6011780.png,Mini TIE-Fighter,BI 2001/ 2 - 8028 V141/91,8028-1
285,8029,https://www.lego.com/biassets/bi/4529558.pdf,https://www.lego.com/biassets/biimg/4529558.png,Mini Snowspeeder,BI  8029,8029-1
286,8031,https://www.lego.com/biassets/bi/4529559.pdf,https://www.lego.com/biassets/biimg/4529559.png,Mini V-19 Torrent,BI 2002/ 2-8031 V29/39/70,8031-1
287,8031,https://www.lego.com/biassets/bi/4570824.pdf,https://www.lego.com/biassets/biimg/4570824.png,Mini V-19 Torrent,BI 2002/ 2 -8031 V 91,8031-1
288,8033,https://www.lego.com/biassets/bi/4549834.pdf,https://www.lego.com/biassets/biimg/4549834.png,General Grievous Starfighter -¿,BI 2002/ 2 - 8033 V29/39/70,8033-1
289,8033,https://www.lego.com/biassets/bi/4570866.pdf,https://www.lego.com/biassets/biimg/4570866.png,General Grievous Starfighter -¿,BI 2002/ 2 - 8033 V 91,8033-1
290,8036,https://www.lego.com/biassets/bi/4561746.pdf,https://www.lego.com/biassets/biimg/4561746.png,Separatist Shuttle-„¢,BI 3005/48 -8036,8036-1
291,8037,https://www.lego.com/biassets/bi/4561747.pdf,https://www.lego.com/biassets/biimg/4561747.png,Anakin's Y-wing Starfighter-„¢,BI 3006/72+4 -8037,8037-1
292,8038,https://www.lego.com/biassets/bi/4587657.pdf,https://www.lego.com/biassets/biimg/4587657.png,The Battle of Endor (TM),BI 3006/64 - 8038 - 2/2,8038-1
293,8038,https://www.lego.com/biassets/bi/4580941.pdf,https://www.lego.com/biassets/biimg/4580941.png,The Battle of Endor (TM),BI 3006/80+4 -8038 1/2,8038-1
294,8039,https://www.lego.com/biassets/bi/4561750.pdf,https://www.lego.com/biassets/biimg/4561750.png,Venator-class Republic Attack Cruiser (TM),BI 3008/72+4-8039 1/2,8039-1
295,8039,https://www.lego.com/biassets/bi/4561752.pdf,https://www.lego.com/biassets/biimg/4561752.png,Venator-class Republic Attack Cruiser (TM),BI 3008/72+4-8039 2/2,8039-1
296,8041,https://www.lego.com/biassets/bi/4585032.pdf,https://www.lego.com/biassets/biimg/4585032.png,Race Truck,BI 3006/48 - 8041 - 1/2,8041-1
297,8041,https://www.lego.com/biassets/bi/4585046.pdf,https://www.lego.com/biassets/biimg/4585046.png,Race Truck,BI 3006/48 - 8041 - 2/2,8041-1
298,8043,https://www.lego.com/biassets/bi/4610597.pdf,https://www.lego.com/biassets/biimg/4610597.png,Motorized Excavator,BI 3006/48 - 8043 3/3,8043-1
