ID,SetNumber,URL,Images,Description,Notes,DashedNumber
3445,30478,https://www.lego.com/biassets/bi/6188904.pdf,https://www.lego.com/biassets/biimg/6188904.png,Jolly Santa,"BI 9005 / 60x50 leaflet, 30478 V39",30478-1
3446,30496,https://www.lego.com/biassets/bi/6194443.pdf,https://www.lego.com/biassets/biimg/6194443.png,U-Wing Fighter,"BI 2002/ 2, 30496 V29",30496-1
3447,30496,https://www.lego.com/biassets/bi/6194445.pdf,https://www.lego.com/biassets/biimg/6194445.png,U-Wing Fighter,"BI 2002/ 2, 30496 V39",30496-1
3448,30497,https://www.lego.com/biassets/bi/6201720.pdf,https://www.lego.com/biassets/biimg/6201720.png,First Order Heavy Assault Walker-„¢,"BI 2002/ 2, 30497 V29",30497-1
3449,30497,https://www.lego.com/biassets/bi/6201722.pdf,https://www.lego.com/biassets/biimg/6201722.png,First Order Heavy Assault Walker-„¢,"BI 2002/ 2, 30497 V39",30497-1
3450,30498,https://www.lego.com/biassets/bi/6241818.pdf,https://www.lego.com/biassets/biimg/6241818.png,Imperial AT-Hauler-„¢,"BI 2002/ 2 -, 30498 V29",30498-1
3451,30498,https://www.lego.com/biassets/bi/6241819.pdf,https://www.lego.com/biassets/biimg/6241819.png,Imperial AT-Hauler-„¢,"BI 2002/ 2 -, 30498 V39",30498-1
3452,30499,https://www.lego.com/biassets/bi/6230183.pdf,https://www.lego.com/biassets/biimg/6230183.png,Robot/Vehicle Free Builds - Make It Your,"BI 2002/ 2, 30499 V29",30499-1
3453,30499,https://www.lego.com/biassets/bi/6230186.pdf,https://www.lego.com/biassets/biimg/6230186.png,Robot/Vehicle Free Builds - Make It Your,"BI 2002/ 2, 30499 V39",30499-1
3454,30521,https://www.lego.com/biassets/bi/6187379.pdf,https://www.lego.com/biassets/biimg/6187379.png,The Mini Batmobile,"BI 9005 60X50 LEAFLET, 30521 V29",30521-1
3455,30521,https://www.lego.com/biassets/bi/6187382.pdf,https://www.lego.com/biassets/biimg/6187382.png,The Mini Batmobile,"BI 9005 60X50 LEAFLET, 30521 V39",30521-1
3456,30522,https://www.lego.com/biassets/bi/6187384.pdf,https://www.lego.com/biassets/biimg/6187384.png,Batman-„¢ in the Phantom Zone,"BI 2002/ 2, 30522 V29",30522-1
3457,30522,https://www.lego.com/biassets/bi/6187391.pdf,https://www.lego.com/biassets/biimg/6187391.png,Batman-„¢ in the Phantom Zone,"BI 2002/ 2, 30522 V39",30522-1
3458,30523,https://www.lego.com/biassets/bi/6187394.pdf,https://www.lego.com/biassets/biimg/6187394.png,The Joker-„¢ Battle Training,"BI 2002/ 2, 30523 V29",30523-1
3459,30523,https://www.lego.com/biassets/bi/6187396.pdf,https://www.lego.com/biassets/biimg/6187396.png,The Joker-„¢ Battle Training,"BI 2002/ 2, 30523 V39",30523-1
3460,30524,https://www.lego.com/biassets/bi/6187397.pdf,https://www.lego.com/biassets/biimg/6187397.png,The Mini Batwing,"BI 9005 60X50 LEAFLET, 30524 V29",30524-1
3461,30524,https://www.lego.com/biassets/bi/6187399.pdf,https://www.lego.com/biassets/biimg/6187399.png,The Mini Batwing,"BI 9005 60X50 LEAFLET, 30524 V39",30524-1
3462,30525,https://www.lego.com/biassets/bi/6231792.pdf,https://www.lego.com/biassets/biimg/6231792.png,The Guardians' Ship,"BI 9005 / 60x50 leaflet, 30525 V29",30525-1
3463,30525,https://www.lego.com/biassets/bi/6231794.pdf,https://www.lego.com/biassets/biimg/6231794.png,The Guardians' Ship,"BI 9005 / 60x50 leaflet, 30525 V39",30525-1
3464,30526,https://www.lego.com/biassets/bi/6221449.pdf,https://www.lego.com/biassets/biimg/6221449.png,The Mini Ultimate Batmobile,"BI 9005/60X50 LEAFLET, 30526 V29",30526-1
3465,30526,https://www.lego.com/biassets/bi/6221451.pdf,https://www.lego.com/biassets/biimg/6221451.png,The Mini Ultimate Batmobile,"BI 9005/60X50 LEAFLET, 30526 V39",30526-1
3466,30527,https://www.lego.com/biassets/bi/6283419.pdf,https://www.lego.com/biassets/biimg/6283419.png,Lucy vs. Alien Invader,"BI 2002/ 2, 30527 V39",30527-1
3467,30527,https://www.lego.com/biassets/bi/6268290.pdf,https://www.lego.com/biassets/biimg/6268290.png,Lucy vs. Alien Invader,"BI 2002/ 2, 30527 V29",30527-1
3468,30528,https://www.lego.com/biassets/bi/6268293.pdf,https://www.lego.com/biassets/biimg/6268293.png,Mini Master-Building MetalBeard,"BI 2002/ 2, 30528 V29",30528-1
3469,30528,https://www.lego.com/biassets/bi/6283420.pdf,https://www.lego.com/biassets/biimg/6283420.png,Mini Master-Building MetalBeard,"BI 2002/ 2, 30528 V39",30528-1
3470,30529,https://www.lego.com/biassets/bi/6268296.pdf,https://www.lego.com/biassets/biimg/6268296.png,Mini Master-Building Emmet,"BI 2002/ 2, 30529 V29",30529-1
3471,30529,https://www.lego.com/biassets/bi/6283421.pdf,https://www.lego.com/biassets/biimg/6283421.png,Mini Master-Building Emmet,"BI 2002/ 2, 30529 V39",30529-1
3472,30530,https://www.lego.com/biassets/bi/6224968.pdf,https://www.lego.com/biassets/biimg/6224968.png,WU-CRU Target Training,"BI 2002/ 2, 30530 V29",30530-1
3473,30530,https://www.lego.com/biassets/bi/6224970.pdf,https://www.lego.com/biassets/biimg/6224970.png,WU-CRU Target Training,"BI 2002/ 2, 30530 V39",30530-1
3474,30531,https://www.lego.com/biassets/bi/6225650.pdf,https://www.lego.com/biassets/biimg/6225650.png,Sons of Garmadon,"BI 2002/ 2, 30531 V29",30531-1
3475,30531,https://www.lego.com/biassets/bi/6225654.pdf,https://www.lego.com/biassets/biimg/6225654.png,Sons of Garmadon,"BI 2002/ 2, 30531 V39",30531-1
3476,30532,https://www.lego.com/biassets/bi/6225674.pdf,https://www.lego.com/biassets/biimg/6225674.png,TURBO,"BI 2002/ 2, 30532 V29",30532-1
3477,30532,https://www.lego.com/biassets/bi/6225676.pdf,https://www.lego.com/biassets/biimg/6225676.png,TURBO,"BI 2002/ 2, 30532 V39",30532-1
3478,30533,https://www.lego.com/biassets/bi/6268339.pdf,https://www.lego.com/biassets/biimg/6268339.png,Sam-X,"BI 2002/ 2, 30533 V29",30533-1
3479,30533,https://www.lego.com/biassets/bi/6284205.pdf,https://www.lego.com/biassets/biimg/6284205.png,Sam-X,"BI 2002/ 2, 30533 V39",30533-1
3480,30534,https://www.lego.com/biassets/bi/6268341.pdf,https://www.lego.com/biassets/biimg/6268341.png,Ninja Workout,"BI 2002/ 2, 30534 V29",30534-1
3481,30534,https://www.lego.com/biassets/bi/6284208.pdf,https://www.lego.com/biassets/biimg/6284208.png,Ninja Workout,"BI 2002/ 2, 30534 V39",30534-1
3482,30535,https://www.lego.com/biassets/bi/6284214.pdf,https://www.lego.com/biassets/biimg/6284214.png,Fire Flight,"BI 2002/ 2, 30535 V39",30535-1
3483,30535,https://www.lego.com/biassets/bi/6268343.pdf,https://www.lego.com/biassets/biimg/6268343.png,Fire Flight,"BI 2002/ 2, 30535 V29",30535-1
3484,30540,https://www.lego.com/biassets/bi/6226372.pdf,https://www.lego.com/biassets/biimg/6226372.png,Yellow Flyer,"BI 2002/ 2, 30540 V29",30540-1
3485,30540,https://www.lego.com/biassets/bi/6226373.pdf,https://www.lego.com/biassets/biimg/6226373.png,Yellow Flyer,"BI 2002/ 2, 30540 V39",30540-1
3486,30541,https://www.lego.com/biassets/bi/6227477.pdf,https://www.lego.com/biassets/biimg/6227477.png,Animal Free Builds - Make It Yours,"INSPIRATIONAL MATERIAL, 30541 V29",30541-1
3487,30541,https://www.lego.com/biassets/bi/6227486.pdf,https://www.lego.com/biassets/biimg/6227486.png,Animal Free Builds - Make It Yours,"INSPIRATIONAL MATERIAL, 30541 V39",30541-1
3488,30542,https://www.lego.com/biassets/bi/6226377.pdf,https://www.lego.com/biassets/biimg/6226377.png,Cute Pug,"BI 9005, 30542 V29",30542-1
3489,30542,https://www.lego.com/biassets/bi/6226381.pdf,https://www.lego.com/biassets/biimg/6226381.png,Cute Pug,"BI 9005, 30542 V39",30542-1
3490,30543,https://www.lego.com/biassets/bi/6226584.pdf,https://www.lego.com/biassets/biimg/6226584.png,Holiday Train,"BI 9005, 30543 V29",30543-1
3491,30543,https://www.lego.com/biassets/bi/6226585.pdf,https://www.lego.com/biassets/biimg/6226585.png,Holiday Train,"BI 9005, 30543 V39",30543-1
3492,30545,https://www.lego.com/biassets/bi/6265667.pdf,https://www.lego.com/biassets/biimg/6265667.png,Fish Free Builds - Make It Yours,"BI 2001/ 2, 30545 V29",30545-1
3493,30545,https://www.lego.com/biassets/bi/6265668.pdf,https://www.lego.com/biassets/biimg/6265668.png,Fish Free Builds - Make It Yours,"BI 2001/ 2, 30545 V39",30545-1
3494,30546,https://www.lego.com/biassets/bi/6196850.pdf,https://www.lego.com/biassets/biimg/6196850.png,Krypto-„¢ saves the day,"BI 9005/60X50 LEAFLET, 30546 V29",30546-1
3495,30546,https://www.lego.com/biassets/bi/6196851.pdf,https://www.lego.com/biassets/biimg/6196851.png,Krypto-„¢ saves the day,"BI 9005/60X50 LEAFLET, 30546 V39",30546-1
3496,30547,https://www.lego.com/biassets/bi/6242266.pdf,https://www.lego.com/biassets/biimg/6242266.png,Dragon Hunter,"BI 9005/60X50 LEAFLET, 30547 V29",30547-1
3497,30547,https://www.lego.com/biassets/bi/6242269.pdf,https://www.lego.com/biassets/biimg/6242269.png,Dragon Hunter,"BI 9005/60X50 LEAFLET, 30547 V39",30547-1
3498,30551,https://www.lego.com/biassets/bi/6188745.pdf,https://www.lego.com/biassets/biimg/6188745.png,Cinderella's Kitchen,"BI 2002/2, 30551 V29",30551-1
3499,30551,https://www.lego.com/biassets/bi/6188746.pdf,https://www.lego.com/biassets/biimg/6188746.png,Cinderella's Kitchen,"BI 2002/2, 30551 V39",30551-1
3500,30552,https://www.lego.com/biassets/bi/6224993.pdf,https://www.lego.com/biassets/biimg/6224993.png,Ariel's Underwater Symphony,"BI 9005/60X50 LEAFLET, 30552 V29",30552-1
3501,30552,https://www.lego.com/biassets/bi/6224994.pdf,https://www.lego.com/biassets/biimg/6224994.png,Ariel's Underwater Symphony,"BI 9005/60X50 LEAFLET, 30552 V39",30552-1
3502,30571,https://www.lego.com/biassets/bi/6268836.pdf,https://www.lego.com/biassets/biimg/6268836.png,Pelican,"BI 2002/ 2, 30571 V29",30571-1
3503,30571,https://www.lego.com/biassets/bi/6268837.pdf,https://www.lego.com/biassets/biimg/6268837.png,Pelican,"BI 2002/ 2, 30571 V39",30571-1
3504,30572,https://www.lego.com/biassets/bi/6268839.pdf,https://www.lego.com/biassets/biimg/6268839.png,Race Car,"BI 2002/ 2, 30572 V29",30572-1
3505,30572,https://www.lego.com/biassets/bi/6268840.pdf,https://www.lego.com/biassets/biimg/6268840.png,Race Car,"BI 2002/ 2, 30572 V39",30572-1
3506,30573,https://www.lego.com/biassets/bi/6271753.pdf,https://www.lego.com/biassets/biimg/6271753.png,Santa,"BI 9005 / 60x50 leaflet, 30573 V29",30573-1
3507,30573,https://www.lego.com/biassets/bi/6271754.pdf,https://www.lego.com/biassets/biimg/6271754.png,Santa,"BI 9005 / 60x50 leaflet, 30573 V39",30573-1
3508,30603,https://www.lego.com/biassets/bi/6168674.pdf,https://www.lego.com/biassets/biimg/6168674.png,Batman-„¢ Classic TV Series - Mr. Freeze-„¢,"BI 2001/ 2, 30603 V29",30603-1
3509,30603,https://www.lego.com/biassets/bi/6168676.pdf,https://www.lego.com/biassets/biimg/6168676.png,Batman-„¢ Classic TV Series - Mr. Freeze-„¢,"BI 2001/ 2, 30603 V39",30603-1
3510,30604,https://www.lego.com/biassets/bi/6155726.pdf,https://www.lego.com/biassets/biimg/6155726.png,Cosmic Boy-„¢,BI 2001/ 2 - 30604 V29,30604-1
3511,30604,https://www.lego.com/biassets/bi/6155728.pdf,https://www.lego.com/biassets/biimg/6155728.png,Cosmic Boy-„¢,BI 2001/ 2 - 30604 V39,30604-1
3512,30606,https://www.lego.com/biassets/bi/6167397.pdf,https://www.lego.com/biassets/biimg/6167397.png,Nightwing-„¢,"BI 2001/ 2, 30606 V29",30606-1
3513,30606,https://www.lego.com/biassets/bi/6167398.pdf,https://www.lego.com/biassets/biimg/6167398.png,Nightwing-„¢,"BI 2001/ 2, 30606 V39",30606-1
3514,30608,https://www.lego.com/biassets/bi/6205469.pdf,https://www.lego.com/biassets/biimg/6205469.png,CONF_TTGAMES,"BI 2001/ 2, 30608 V29",30608-1
3515,30608,https://www.lego.com/biassets/bi/6205472.pdf,https://www.lego.com/biassets/biimg/6205472.png,CONF_TTGAMES,"BI 2001/ 2, 30608 V39",30608-1
3516,30609,https://www.lego.com/biassets/bi/6208353.pdf,https://www.lego.com/biassets/biimg/6208353.png,LEGO-TM NINJAGO-TM Lloyd Minifigure,"BI 2001/ 2, 30609 V29",30609-1
3517,30609,https://www.lego.com/biassets/bi/6208354.pdf,https://www.lego.com/biassets/biimg/6208354.png,LEGO-TM NINJAGO-TM Lloyd Minifigure,"BI 2001/ 2, 30609 V39",30609-1
3518,30610,https://www.lego.com/biassets/bi/6205486.pdf,https://www.lego.com/biassets/biimg/6205486.png,Giant-Man Hank Pym,"BI 2001/2, 30610 V29",30610-1
3519,30610,https://www.lego.com/biassets/bi/6205521.pdf,https://www.lego.com/biassets/biimg/6205521.png,Giant-Man Hank Pym,"BI 2001/ 2, 30610 V39",30610-1
3520,30611,https://www.lego.com/biassets/bi/6194447.pdf,https://www.lego.com/biassets/biimg/6194447.png,R2-D2-„¢,"BI 2002/ 2, 30611 V29",30611-1
3521,30611,https://www.lego.com/biassets/bi/6194449.pdf,https://www.lego.com/biassets/biimg/6194449.png,R2-D2-„¢,"BI 2002/ 2, 30611 V39",30611-1
3522,30612,https://www.lego.com/biassets/bi/6195531.pdf,https://www.lego.com/biassets/biimg/6195531.png,Batgirl-„¢,"INSPIRATIONAL MATERIAL, 30612 V29",30612-1
3523,30612,https://www.lego.com/biassets/bi/6195532.pdf,https://www.lego.com/biassets/biimg/6195532.png,Batgirl-„¢,"INSPIRATIONAL MATERIAL, 30612 V39",30612-1
3524,30615,https://www.lego.com/biassets/bi/6238680.pdf,https://www.lego.com/biassets/biimg/6238680.png,Edna Mode,"BI 2001/ 2, 30615 V29",30615-1
3525,30615,https://www.lego.com/biassets/bi/6238681.pdf,https://www.lego.com/biassets/biimg/6238681.png,Edna Mode,"BI 2001/ 2, 30615 V39",30615-1
3526,30620,https://www.lego.com/biassets/bi/6283422.pdf,https://www.lego.com/biassets/biimg/6283422.png,Star-Stuck Emmet,"BI 2002/ 2, 30620 V39",30620-1
3527,30620,https://www.lego.com/biassets/bi/6270813.pdf,https://www.lego.com/biassets/biimg/6270813.png,Star-Stuck Emmet,"BI 2002/ 2, 30620 V29",30620-1
3528,31000,https://www.lego.com/biassets/bi/6037709.pdf,https://www.lego.com/biassets/biimg/6037709.png,Mini Speeder,"BI Creator 148x88 - 24, 31000 V29",31000-1
3529,31000,https://www.lego.com/biassets/bi/6037710.pdf,https://www.lego.com/biassets/biimg/6037710.png,Mini Speeder,"BI Creator 148x88 - 24, 31000 V39",31000-1
3530,31001,https://www.lego.com/biassets/bi/6037714.pdf,https://www.lego.com/biassets/biimg/6037714.png,Mini Skyflyer,"BI Creator 148x88 - 24, 31001 V39",31001-1
3531,31001,https://www.lego.com/biassets/bi/6037713.pdf,https://www.lego.com/biassets/biimg/6037713.png,Mini Skyflyer,"BI Creator 148x88 - 24, 31001 V29",31001-1
3532,31002,https://www.lego.com/biassets/bi/6035412.pdf,https://www.lego.com/biassets/biimg/6035412.png,Super Racer,"BI 3010/48-65G, 31002 v39 1 AF 2",31002-1
3533,31002,https://www.lego.com/biassets/bi/6035415.pdf,https://www.lego.com/biassets/biimg/6035415.png,Super Racer,"BI 3010/72+4*, 31002 V39 2 AF 2",31002-1
3534,31002,https://www.lego.com/biassets/bi/6035411.pdf,https://www.lego.com/biassets/biimg/6035411.png,Super Racer,"BI 3010/48-65G, 31002 V29 1 AF 2",31002-1
3535,31002,https://www.lego.com/biassets/bi/6035413.pdf,https://www.lego.com/biassets/biimg/6035413.png,Super Racer,"BI 3010/72+4*, 31002 v29 2 AF 2",31002-1
3536,31003,https://www.lego.com/biassets/bi/6036026.pdf,https://www.lego.com/biassets/biimg/6036026.png,Red Rotors,"BI 3010/40-65G, 31003 V29 3 af 3",31003-1
3537,31003,https://www.lego.com/biassets/bi/6036028.pdf,https://www.lego.com/biassets/biimg/6036028.png,Red Rotors,"BI 3010/40-65G, 31003 V39 3 af 3",31003-1
3538,31003,https://www.lego.com/biassets/bi/6036024.pdf,https://www.lego.com/biassets/biimg/6036024.png,Red Rotors,"BI 3010/44-65G, 31003 V29 2 af 3",31003-1
3539,31003,https://www.lego.com/biassets/bi/6036025.pdf,https://www.lego.com/biassets/biimg/6036025.png,Red Rotors,"BI 3010/44-65G, 31003 V39 2 af 3",31003-1
3540,31003,https://www.lego.com/biassets/bi/6036021.pdf,https://www.lego.com/biassets/biimg/6036021.png,Red Rotors,"BI 3010/56-65G, 31003 V29 1 af 3",31003-1
3541,31003,https://www.lego.com/biassets/bi/6036023.pdf,https://www.lego.com/biassets/biimg/6036023.png,Red Rotors,"BI 3010/56-65G, 31003 V39 1 af 3",31003-1
3542,31004,https://www.lego.com/biassets/bi/6036221.pdf,https://www.lego.com/biassets/biimg/6036221.png,Fierce Flyer,"BI 3010/56-65G, 31004 V39 1 AF 2",31004-1
3543,31004,https://www.lego.com/biassets/bi/6036223.pdf,https://www.lego.com/biassets/biimg/6036223.png,Fierce Flyer,"BI 3010/68+4*, 31004 V39 2 AF 2",31004-1
3544,31004,https://www.lego.com/biassets/bi/6036220.pdf,https://www.lego.com/biassets/biimg/6036220.png,Fierce Flyer,"BI 3010/56-65G, 31004 V29 1 AF 2",31004-1
3545,31004,https://www.lego.com/biassets/bi/6036222.pdf,https://www.lego.com/biassets/biimg/6036222.png,Fierce Flyer,"BI 3010/68+4*, 31004 V29 2 AF 2",31004-1
3546,31005,https://www.lego.com/biassets/bi/6036225.pdf,https://www.lego.com/biassets/biimg/6036225.png,Construction Hauler,"BI 3004/60+4*-, 31005 V29 1 AF 2",31005-1
3547,31005,https://www.lego.com/biassets/bi/6036427.pdf,https://www.lego.com/biassets/biimg/6036427.png,Construction Hauler,"BI 3004/80+4*-, 31005 V29 2 AF 2",31005-1
3548,31005,https://www.lego.com/biassets/bi/6036226.pdf,https://www.lego.com/biassets/biimg/6036226.png,Construction Hauler,"BI 3004/60+4*-, 31005 V39 1 AF 2",31005-1
3549,31005,https://www.lego.com/biassets/bi/6036428.pdf,https://www.lego.com/biassets/biimg/6036428.png,Construction Hauler,"BI 3004/80+4*-, 31005 V39 2 AF 2",31005-1
3550,31006,https://www.lego.com/biassets/bi/6039841.pdf,https://www.lego.com/biassets/biimg/6039841.png,Highway Speedster,"BI 3004 60, 31006 V29 2/3",31006-1
3551,31006,https://www.lego.com/biassets/bi/6039842.pdf,https://www.lego.com/biassets/biimg/6039842.png,Highway Speedster,"BI 3004 60, 31006 V39 2/3",31006-1
3552,31006,https://www.lego.com/biassets/bi/6039843.pdf,https://www.lego.com/biassets/biimg/6039843.png,Highway Speedster,"BI 3004/52 , 31006 V29 3/3",31006-1
3553,31006,https://www.lego.com/biassets/bi/6039844.pdf,https://www.lego.com/biassets/biimg/6039844.png,Highway Speedster,"BI 3004/52, 31006 V39 3/3",31006-1
3554,31006,https://www.lego.com/biassets/bi/6039839.pdf,https://www.lego.com/biassets/biimg/6039839.png,Highway Speedster,"BI 3004/80+4, 31006 V29 1/3",31006-1
3555,31006,https://www.lego.com/biassets/bi/6039840.pdf,https://www.lego.com/biassets/biimg/6039840.png,Highway Speedster,"BI 3004/80+4, 31006 V39 1/3",31006-1
3556,31007,https://www.lego.com/biassets/bi/6036599.pdf,https://www.lego.com/biassets/biimg/6036599.png,Power Mech,"BI 3022 / 64+4 - 65/115g,31007  V39 1AF3",31007-1
3557,31007,https://www.lego.com/biassets/bi/6036296.pdf,https://www.lego.com/biassets/biimg/6036296.png,Power Mech,"BI 3022/52-65G, 31007 V39 2 AF 3",31007-1
3558,31007,https://www.lego.com/biassets/bi/6036298.pdf,https://www.lego.com/biassets/biimg/6036298.png,Power Mech,"BI 3022/52-65G, 31007 V39 3 AF 3",31007-1
3559,31007,https://www.lego.com/biassets/bi/6036295.pdf,https://www.lego.com/biassets/biimg/6036295.png,Power Mech,"BI 3022/52-65G, 31007 V29 2 AF 3",31007-1
3560,31007,https://www.lego.com/biassets/bi/6036297.pdf,https://www.lego.com/biassets/biimg/6036297.png,Power Mech,"BI 3022/52-65G, 31007 V29 3 AF 3",31007-1
3561,31007,https://www.lego.com/biassets/bi/6036597.pdf,https://www.lego.com/biassets/biimg/6036597.png,Power Mech,"BI 3022 / 64+4 - 65/115g, 31007 V29 1AF3",31007-1
3562,31008,https://www.lego.com/biassets/bi/6036299.pdf,https://www.lego.com/biassets/biimg/6036299.png,Thunder Wings,"BI 3004/80+4*-, 31008 V29 1 AF 3",31008-1
3563,31008,https://www.lego.com/biassets/bi/6036301.pdf,https://www.lego.com/biassets/biimg/6036301.png,Thunder Wings,"BI 3004/60+4*-, 31008 V29 2 AF 3",31008-1
3564,31008,https://www.lego.com/biassets/bi/6036303.pdf,https://www.lego.com/biassets/biimg/6036303.png,Thunder Wings,"BI 3004/56 -, 31008 V29 3 AF 3",31008-1
3565,31008,https://www.lego.com/biassets/bi/6036304.pdf,https://www.lego.com/biassets/biimg/6036304.png,Thunder Wings,"BI 3004/56 -, 31008 V39 3 AF 3",31008-1
3566,31008,https://www.lego.com/biassets/bi/6036302.pdf,https://www.lego.com/biassets/biimg/6036302.png,Thunder Wings,"BI 3004/60+4*-, 31008 V39 2 AF 3",31008-1
3567,31008,https://www.lego.com/biassets/bi/6036300.pdf,https://www.lego.com/biassets/biimg/6036300.png,Thunder Wings,"BI 3004/80+4*-, 31008 V39 1 AF 3",31008-1
3568,31009,https://www.lego.com/biassets/bi/6038252.pdf,https://www.lego.com/biassets/biimg/6038252.png,Small Cottage,"BI 3004/60+4*, 31009 V29 2/3",31009-1
3569,31009,https://www.lego.com/biassets/bi/6038254.pdf,https://www.lego.com/biassets/biimg/6038254.png,Small Cottage,"BI 3004/60+4*, 31009 V29 3/3",31009-1
3570,31009,https://www.lego.com/biassets/bi/6038253.pdf,https://www.lego.com/biassets/biimg/6038253.png,Small Cottage,"BI 3004/60+4*, 31009 V39 2/3",31009-1
3571,31009,https://www.lego.com/biassets/bi/6038255.pdf,https://www.lego.com/biassets/biimg/6038255.png,Small Cottage,"BI 3004/60+4*, 31009 V39 3/3",31009-1
3572,31009,https://www.lego.com/biassets/bi/6038244.pdf,https://www.lego.com/biassets/biimg/6038244.png,Small Cottage,"BI 3004/80+4*, 31009 V29 1/3",31009-1
3573,31009,https://www.lego.com/biassets/bi/6038245.pdf,https://www.lego.com/biassets/biimg/6038245.png,Small Cottage,"BI 3004/80+4*, 31009 V39 1/3",31009-1
3574,31010,https://www.lego.com/biassets/bi/6049032.pdf,https://www.lego.com/biassets/biimg/6049032.png,Treehouse,"BI 3017 / 60+4 - 65/115g, 3101-´0 2/3 V39",31010-1
3575,31010,https://www.lego.com/biassets/bi/6049031.pdf,https://www.lego.com/biassets/biimg/6049031.png,Treehouse,"BI 3017 / 60+4 - 65/115g, 31010 2/3 V29",31010-1
3576,31010,https://www.lego.com/biassets/bi/6049033.pdf,https://www.lego.com/biassets/biimg/6049033.png,Treehouse,"BI 3017 / 60+4 - 65/115g, 31010 3/3 V29",31010-1
3577,31010,https://www.lego.com/biassets/bi/6049034.pdf,https://www.lego.com/biassets/biimg/6049034.png,Treehouse,"BI 3017 / 60+4 - 65/115g, 31010 3/3 V39",31010-1
3578,31010,https://www.lego.com/biassets/bi/6063577.pdf,https://www.lego.com/biassets/biimg/6063577.png,Treehouse,"BI 3017 / 72+4 - 65/115g, 31010 1/3 V29",31010-1
3579,31010,https://www.lego.com/biassets/bi/6063584.pdf,https://www.lego.com/biassets/biimg/6063584.png,Treehouse,"BI 3017 / 72+4 - 65/115g, 31010 1/3 V39",31010-1
3580,31011,https://www.lego.com/biassets/bi/6049035.pdf,https://www.lego.com/biassets/biimg/6049035.png,Aviation Adventures,"BI 3016 80+4*-, 31011 1/3 V29",31011-1
3581,31011,https://www.lego.com/biassets/bi/6049036.pdf,https://www.lego.com/biassets/biimg/6049036.png,Aviation Adventures,"BI 3016 80+4*-, 31011 1/3 V39",31011-1
3582,31011,https://www.lego.com/biassets/bi/6049039.pdf,https://www.lego.com/biassets/biimg/6049039.png,Aviation Adventures,"BI 3016/56, 31011 3/3 V29",31011-1
3583,31011,https://www.lego.com/biassets/bi/6049040.pdf,https://www.lego.com/biassets/biimg/6049040.png,Aviation Adventures,"BI 3016/56, 31011 3/3 V39",31011-1
3584,31011,https://www.lego.com/biassets/bi/6049037.pdf,https://www.lego.com/biassets/biimg/6049037.png,Aviation Adventures,"BI 3016/64+4, 31011 2/3 V29",31011-1
3585,31011,https://www.lego.com/biassets/bi/6049038.pdf,https://www.lego.com/biassets/biimg/6049038.png,Aviation Adventures,"BI 3016/64+4, 31011 2/3 V39",31011-1
3586,31012,https://www.lego.com/biassets/bi/6049041.pdf,https://www.lego.com/biassets/biimg/6049041.png,Family House,"BI 3016 60/65g, 31012 1/4 V29",31012-1
3587,31012,https://www.lego.com/biassets/bi/6049042.pdf,https://www.lego.com/biassets/biimg/6049042.png,Family House,"BI 3016 60/65g, 31012 1/4 V39",31012-1
3588,31012,https://www.lego.com/biassets/bi/6049043.pdf,https://www.lego.com/biassets/biimg/6049043.png,Family House,"BI 3016/56, 31012 2/4 V29",31012-1
3589,31012,https://www.lego.com/biassets/bi/6049044.pdf,https://www.lego.com/biassets/biimg/6049044.png,Family House,"BI 3016/56, 31012 2/4 V39",31012-1
3590,31012,https://www.lego.com/biassets/bi/6049045.pdf,https://www.lego.com/biassets/biimg/6049045.png,Family House,"BI 3016/72+4, 31012 3/4 V29",31012-1
3591,31012,https://www.lego.com/biassets/bi/6049046.pdf,https://www.lego.com/biassets/biimg/6049046.png,Family House,"BI 3016/72+4, 31012 3/4 V39",31012-1
3592,31012,https://www.lego.com/biassets/bi/6049047.pdf,https://www.lego.com/biassets/biimg/6049047.png,Family House,"BI 3016/72+4, 31012 4/4 V29",31012-1
3593,31012,https://www.lego.com/biassets/bi/6049048.pdf,https://www.lego.com/biassets/biimg/6049048.png,Family House,"BI 3016/72+4, 31012 4/4 V39",31012-1
3594,31013,https://www.lego.com/biassets/bi/6071637.pdf,https://www.lego.com/biassets/biimg/6071637.png,Red Thunder,"BI 3001/32, 31013, V39",31013-1
3595,31013,https://www.lego.com/biassets/bi/6071633.pdf,https://www.lego.com/biassets/biimg/6071633.png,Red Thunder,"BI 3001/32, 31013, V29",31013-1
3596,31014,https://www.lego.com/biassets/bi/6071639.pdf,https://www.lego.com/biassets/biimg/6071639.png,Power Digger,"BI 3001/36-65G, 31014, V29",31014-1
3597,31014,https://www.lego.com/biassets/bi/6071640.pdf,https://www.lego.com/biassets/biimg/6071640.png,Power Digger,"BI 3001/36-65G, 31014, V39",31014-1
3598,31015,https://www.lego.com/biassets/bi/6071649.pdf,https://www.lego.com/biassets/biimg/6071649.png,Emerald Express,"BI 3001/32, 31015, V39",31015-1
3599,31015,https://www.lego.com/biassets/bi/6071644.pdf,https://www.lego.com/biassets/biimg/6071644.png,Emerald Express,"BI 3001/32, 31015, V29",31015-1
3600,31017,https://www.lego.com/biassets/bi/6092168.pdf,https://www.lego.com/biassets/biimg/6092168.png,Sunset Speeder,"BI 3010/48-65G, 31017 BOOK 1/2 V39",31017-1
