ID,SetNumber,URL,Images,Description,Notes,DashedNumber,Preselect
4617,7498,https://www.lego.com/biassets/bi/6003723.pdf,https://www.lego.com/biassets/biimg/6003723.png,Police Station,BI 3006/80+4*-7498 4/4 V.29/39,7498-1,police
4618,7498,https://www.lego.com/biassets/bi/4625125.pdf,https://www.lego.com/biassets/biimg/4625125.png,Police Station,BI 3006/80+4-7498 3/4 V. 29/39,7498-1,police
4804,7611,https://www.lego.com/biassets/bi/4530765.pdf,https://www.lego.com/biassets/biimg/4530765.png,Police Car,"BUILD.INSTRUC. 2001, 7611",7611-1,police
5819,4012,https://www.lego.com/biassets/bi/4101161.pdf,https://www.lego.com/biassets/biimg/4101161.png,POLICE BOAT,No longer listed at LEGO.com,4012-1,police
5958,4304,https://www.lego.com/biassets/bi/4124660.pdf,https://www.lego.com/biassets/biimg/4124660.png,POLICE MC  6324,No longer listed at LEGO.com,4304-1,police
2616,7723,https://www.lego.com/biassets/bi/4524047.pdf,https://www.lego.com/biassets/biimg/4524047.png,Police Pontoon Plane,"BUILD. INSTR 3005, 7723 1/1 IN",7723-1,police
2617,7723,https://www.lego.com/biassets/bi/4524048.pdf,https://www.lego.com/biassets/biimg/4524048.png,Police Pontoon Plane,"BUILD. INSTR 3005, 7723 1/1 NA",7723-1,police
2648,7741,https://www.lego.com/biassets/bi/4639189.pdf,https://www.lego.com/biassets/biimg/4639189.png,Police Helicopter,BI 3004/40 - 7741 IN,7741-1,police
2649,7741,https://www.lego.com/biassets/bi/4639191.pdf,https://www.lego.com/biassets/biimg/4639191.png,Police Helicopter,BI 3004/40 - 7741 NA,7741-1,police
2650,7743,https://www.lego.com/biassets/bi/4524049.pdf,https://www.lego.com/biassets/biimg/4524049.png,Police Command Center,"BUILD INSTR 3006, 7743 2/2 IN",7743-1,police
2651,7743,https://www.lego.com/biassets/bi/4524050.pdf,https://www.lego.com/biassets/biimg/4524050.png,Police Command Center,"BUILD INSTR 3006, 7743 2/2 NA",7743-1,police
2652,7743,https://www.lego.com/biassets/bi/4524051.pdf,https://www.lego.com/biassets/biimg/4524051.png,Police Command Center,"BUILD INSTR, 7743 1/2 GLOBAL",7743-1,police
2653,7744,https://www.lego.com/biassets/bi/4527780.pdf,https://www.lego.com/biassets/biimg/4527780.png,Police Headquarters,"BUILD INSTR 3001, 7744 1/4",7744-1,police
2654,7744,https://www.lego.com/biassets/bi/4527781.pdf,https://www.lego.com/biassets/biimg/4527781.png,Police Headquarters,"BUILD INSTR 3001, 7744 2/4",7744-1,police
2656,7744,https://www.lego.com/biassets/bi/4529040.pdf,https://www.lego.com/biassets/biimg/4529040.png,Police Headquarters,"BUILD. INSTR. 3006, 7744 4/4",7744-1,police
2657,7744,https://www.lego.com/biassets/bi/4538770.pdf,https://www.lego.com/biassets/biimg/4538770.png,Police Headquarters,"BUILD. INSTR 3006, 7744 3/4",7744-1,police
2832,7899,https://www.lego.com/biassets/bi/4298051.pdf,https://www.lego.com/biassets/biimg/4298051.png,Police Boat,BI  1/2 7899,7899-1,police
2833,7899,https://www.lego.com/biassets/bi/4492838.pdf,https://www.lego.com/biassets/biimg/4492838.png,Police Boat,"BUILDING INSTRUC, 2/2 7899 IN",7899-1,police
2834,7899,https://www.lego.com/biassets/bi/4492839.pdf,https://www.lego.com/biassets/biimg/4492839.png,Police Boat,"BUILDING INSTRUC, 2/2 7899 NA",7899-1,police
